"","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7","Comp.8","Comp.9","Comp.10","Comp.11","Comp.12"
"YCR061W",-3.29144346815532,0.119390948744305,-0.223819028896075,-0.0597432338101638,0.0372788755692732,0.177752894070505,0.0697242945055868,-0.0392043575392665,0.0623925592983383,0.0907171981457527,-0.0235793647205836,7.7715611723761e-16
"YBR206W",3.21244345340578,0.0121678792796156,-0.0993891316613492,0.0724268505462745,-0.268645870363365,-0.381800272543586,-0.337428550616661,-0.177870542091127,0.498504788021247,0.261755575778383,-0.0368646785088124,7.7715611723761e-16
"YPL171C",-3.29944448590837,0.118429733571789,0.0642723171016527,0.135837231572967,-0.0178423506340736,0.0675298039011189,-0.00118603657300279,0.200053970059984,0.100407411463192,-0.0572962278916953,-0.0102291400040752,-1.36002320516582e-15
"YHR051W",-1.98601019095648,2.23974982505211,0.310949377070406,-0.247496620743079,0.759475457791082,-0.220779426827386,-0.217943624333536,-0.738413961975487,0.440278305473077,-0.590551587898685,0.126433955247251,-1.94566585065559e-14
"YDL116W",3.30004204561103,0.0100087549649845,0.0805298847128104,0.0338127915082705,0.105542092587398,-0.0665192067353187,-0.00580639285214393,-0.198195327852206,-0.0543578051348751,-0.0330710394502134,-0.234468515674922,-2.27595720048157e-15
"YPR124W",2.54647275652981,0.444620080809137,-1.29323493393942,-1.27601366456083,-0.387104561613415,-0.767774134102197,0.0931764817651975,0.0977373075943178,-0.2511332822822,0.319845954228563,-0.181163364000164,7.68721024335672e-15
"YJL023C",-3.20203424174059,0.191937838668892,-0.641673342518519,0.350543833963332,0.142319454253101,-0.103454020735401,0.00409973341888478,-0.106363817070669,-0.198573882999093,0.141988432955161,-0.0398764959137156,-8.60422844084496e-16
"YGL167C",0.17445526255942,-2.75851222697919,-1.43497364548873,0.463721607204026,0.595025830599668,0.0509841368415218,-0.288301806334488,-0.216524377176158,-0.645891392817851,0.0471231236990481,0.316459866337338,-3.94129173741931e-15
"YDL165W",0.819975524629851,1.92270554294635,-1.50315553410354,1.05424383854354,0.241942112691347,-0.293961916189557,-0.351747579696827,0.0766306639381431,1.66269797109279,0.0398924035601684,-0.0636220408088564,6.99440505513849e-15
"YPL119C-A",-3.05226187959247,-0.827226141495696,0.600899118973046,-0.406388154933381,-0.334468640663549,0.205913025121348,0.12051071946789,-0.0993201850484888,-0.391800860504609,-0.44289335942217,-0.152854882510444,-4.16333634234434e-15
"YIL143C",-3.28350759872082,-0.195263556160826,-0.0813729350820376,0.0524801785440446,0.0129827691908351,-0.00761313273726372,0.211510322515247,0.0963566135475395,-0.165765008248875,0.219822148282838,0.169903121699867,8.32667268468867e-15
"YGR240C",1.845184553943,-1.62350734336639,-1.50098386218698,-0.0342558385360908,1.49605133632952,-0.154440938763985,-0.115161923490461,0.0158836354091438,-0.0868920802414223,0.0401465380147129,0.483986827487285,2.91017210329869e-14
"YOR094W",3.24093481883315,-0.0444655245486544,-0.231277841957738,-0.268149635791739,-0.016771110043652,-0.484980768456918,-0.274648906975983,-0.0703680722921306,0.144357629210904,-0.158773805199429,0.063032990063695,5.4678483962789e-15
"YDR167W",2.820414750127,1.33659338761078,-0.682951196167685,-0.270537181096532,0.614915843610737,-0.256943650211056,0.188710075930395,0.102341925879276,-0.340338824615839,-0.0540931166348517,-0.00869859297859816,5.88418203051333e-15
"YBR063C",-1.81544435771979,-1.73322322526149,-1.80827803600366,0.23054073836303,-0.14719677305244,-0.46665621106894,0.472840277839399,-0.467084312937853,-0.110475844234723,-0.343483424483574,0.701320561147577,-5.21804821573824e-15
"YER052C",1.92710477061655,-0.345192080491237,-0.56749283339602,0.250886471162353,-0.559565157409757,2.20634727489156,0.693208884255499,-0.375560209694664,-0.526636466687841,0.313447539755772,0.769666713850185,1.45439216225896e-14
"YGR178C",2.16747734420334,-1.11186325507314,0.223743678059602,0.633871042779843,0.131960667895327,0.835436904118109,-1.06994057797625,1.09342707830946,0.20510785740521,1.14793739017484,-0.440536319415353,5.02375918642883e-15
"YPL118W",2.96655828190567,-0.515057020571585,0.389890673147386,-0.537350642450836,0.356844331812289,0.217201172268705,0.864340378392721,0.247817216368157,-0.544576328685211,0.14358793772437,0.484059188340895,7.09762110195911e-15
"YPR187W",3.31144485749604,-0.0240160093118946,0.161114903992612,-0.0459732511467871,0.0446796756884822,0.0796476724441824,-0.0362951088637791,-0.117678550574232,-0.0191019168452516,0.026994760926923,0.00260709289523988,4.9960036108132e-16
