Name	Ca10x_salmon	Ca1x_salmon	Ca2x_salmon	Ca3x_salmon	Ca4x_salmon	Ca5x_salmon	Ca6x_salmon	Ca7x_salmon	CaC10_salmon	CaC1_salmon	CaC2_salmon	CaC3_salmon	CaC6_salmon	CaC7_salmon	CaC9_salmon
XR_011842505.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842503.1	0	0	0.379037	0	0	0	0.258507	0	0	0	0.198567	0	0.041439	0	0.228236
XR_011842491.1	0	0.294922	0	0.209104	0	0	0	0	0	0	0.966364	0.583604	0	0.285325	0
XR_011842489.1	3.03464	3.89264	2.60777	1.50672	3.18457	2.54562	3.02665	0.39008	0	3.15802	4.21313	4.72188	3.38888	3.24169	1.78637
XR_011842488.1	0	0	0	0	0.080884	0.075439	0.161168	0	0.157074	0	0.090493	0	0	0.053075	0
XR_011842486.1	0.513683	0.65934	1.17192	0.533077	0.204111	0.624819	1.19856	0	0	0.111921	0.302904	0.104569	0.285966	0	0.632236
XR_011842479.1	10.9235	7.6365	7.73338	6.6285	6.64159	8.53076	10.4023	11.857	7.13646	9.67796	9.89952	9.26515	9.98901	8.59914	9.04451
XR_011842478.1	12.4727	6.07746	8.2507	4.1054	9.44337	8.88708	10.9482	11.143	6.8083	5.47882	12.5005	6.26975	10.2864	8.99738	8.71744
XR_011842477.1	0.629753	0.23763	0.495621	0.488595	1.30924	0	1.05643	0.232535	0.261483	0	1.01806	0.254151	0	0.8947	0.91205
XR_011842476.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842474.1	0	0.057707	0.061855	0	0	0	0	0.395606	0	0	0	0.063233	0.127659	0.054221	0
XR_011842473.1	6277.17	6755.53	5319.59	2429.26	4368.27	4231.13	2430.86	2611.34	2113.95	9140.2	3076.99	2973.36	2530.58	2015.96	2880.27
XR_011842472.1	0	1.14656	0.726791	0	0	0	0.533755	0.604886	1.68379	0	0.199689	0.69484	0	0	0
XR_011842464.1	0	0	0	0.355973	0.063018	0.224491	0.024397	0	0	0	0	0.024705	0.027838	0	0.060229
XR_011842458.1	0.022197	0.029071	0	0	0.0091	0.036446	0.031295	0	0.021571	0.027322	0	0	0.021767	0.009131	0
XR_011842455.1	0	0	0.184386	0.138301	0	0	0.202172	0	0.220297	0.400547	0	0.588992	0	0	0
XR_011842454.1	0.214711	0.408887	0	0	0.184964	0.274357	0.119756	0.241806	0	0.284147	0.332048	0.120598	0.303645	0.254288	0.245397
XR_011842445.1	0.278876	0.252015	0.073713	0.039258	0.068647	0.143974	0.580947	0.491822	0.278736	0.088091	0.276996	0.121071	0.197009	0.245838	0.148385
XR_011842440.1	0.643698	0.409693	0.204248	0.692398	0.314641	0.281578	0.488148	0.673168	0.509069	0.196591	0.119683	0.510998	1.00409	0.913318	0.456115
XR_011842438.1	0.125481	0	0.26747	0.037883	0.099425	0	0	0.277304	0.394345	0.202101	0.052016	0.23391	0.078997	0.1668	0.237649
XR_011842436.1	16.3218	14.5153	14.1488	11.8368	15.1642	12.1993	11.4949	16.2938	12.4773	17.8419	17.2884	15.0728	16.1487	15.7046	12.3328
XR_011842435.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842432.1	5.20784	3.10348	3.37894	1.7167	4.34775	3.59708	5.19929	7.56087	1.71782	2.12134	3.25426	3.11616	5.13863	2.53282	3.4202
XR_011842431.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842426.1	0	0.020138	0	0	0	0	0	0	0.025574	0	0	0	0	0	0
XR_011842423.1	0	0	0	0	0	0	0	0	0	0	0.016699	0	0	0	0
XR_011842412.1	73.2232	54.1071	64.4488	55.1485	58.9982	80.3861	57.4196	60.6158	49.9889	76.5017	84.0563	69.8001	88.3712	62.0102	73.4194
XR_011842408.1	12.1742	10.7539	11.6951	7.6947	11.6463	11.9557	11.0614	14.5086	11.3261	12.8491	12.705	12.3206	12.9529	12.5108	13.0188
XR_011842407.1	0.57693	1.48344	0.201397	0.395812	0.593085	0.761498	0.175891	0.780345	0.272545	0	0.296531	0.545669	0.637963	0.497725	0.369736
XR_011842406.1	2.53965	2.97588	2.79115	2.96635	2.4821	3.49798	2.7948	2.59213	1.98184	3.26043	1.19299	2.31611	4.05042	2.18313	1.7547
XR_011842403.1	0.473336	1.00534	0.615648	0.462968	0.575537	0.637145	0.372697	0.443377	0.60182	1.00251	0.959019	0.637933	0.594841	0.533947	0.391674
XR_011842395.1	4.48495	8.45081	6.86152	7.85246	9.70612	10.9915	5.88846	6.15653	3.3424	5.76157	7.52525	7.67862	6.64287	2.90437	2.75376
XR_011842393.1	18.3062	15.8705	17.165	14.2415	18.82	20.8218	16.5022	17.0575	14.7495	20.3971	20.3811	18.7678	18.7644	18.0012	18.8328
XR_011842392.1	0.071969	0.056401	0.019508	0.009637	0.008438	0	0.019331	0.008756	0.079996	0.025323	0.013242	0.039687	0.040369	0.093118	0.024182
XR_011842388.1	138.276	45.5154	29.1232	37.6235	44.0466	40.7162	71.5191	70.6662	49.7362	24.8624	36.6984	95.5116	94.0382	77.4499	37.9704
XR_011842387.1	0.866352	1.19093	0.938071	0.813732	1.17755	0.740318	0.702247	1.05008	1.27128	0.72615	1.1035	0.940046	0.872622	1.41846	0.885342
XR_011842383.1	0.060348	0.008791	0.104991	0.00943	0.033035	0.022044	0.009456	0.042847	0.029368	0.024776	0.02592	0.068004	0	0.057989	0.023663
XR_011842382.1	0.344608	0.534016	0.359702	0.177886	0.217994	0.41589	0.179793	0.09717	0.29559	0.352086	0.317939	0.311294	0.334924	0.359643	0.245909
XR_011842378.1	0.299106	0	0	0	0	0	0.087227	0.03832	0.10352	0.18667	0	0.066067	0.044873	0.210598	0.145409
XR_011842377.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842375.1	0	0.382237	0.329633	0.200895	0.238832	0.384378	0	0.197423	0	0	0.731562	0.611306	0	0.068955	0
XR_011842370.1	6.13778	5.78761	6.7287	5.713	5.79679	4.9411	4.45301	6.96328	5.9914	6.82857	6.72066	4.74194	7.90067	5.31087	8.5133
XR_011842369.1	2.03575	0	0	0.721989	0	1.58429	0	1.73054	2.716	0	0	1.19495	0	0	0
XR_011842367.1	0.706951	1.18392	1.0119	0	1.96771	0	1.4256	0.178867	0	1.20559	0.823582	0	0.788106	1.03498	0.940793
XR_011842365.1	0.348015	0.373152	0.203636	0.508551	0.4614	0.226648	0.455541	0.487604	0.381734	0.105	0.294513	0.34626	0.444225	0.749854	0.521372
XR_011842360.1	0.34832	0.286485	0.159582	1.52845	0.345154	0.117865	0.24904	0.315435	0.437216	0.439599	0.415096	0.301954	0.330881	0.546895	0.286753
XR_011842356.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842354.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842352.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842350.1	0	0	0	0	0	0.032135	0	0	0	0.018035	0	0	0	0	0
XR_011842348.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842344.1	0	0.625	0	0	0	0	0.56584	0	0	0.399114	0.400348	0	0.426556	0	0
XR_011842343.1	0.091722	0	0	0	0	0	0.272708	0	0	0	0	0	0	0	0
XR_011842342.1	0	0	0.628455	0.349165	0.969919	0.416541	0	0.961389	0.538983	0	0	0.407401	0	0.367252	1.51158
XR_011842338.1	0.006217	0	0	0.013895	0	0	0	0.013722	0.014208	0.019571	0.059596	0.031837	0.022693	0.011575	0
XR_011842334.1	0	0.025118	0	0	0	0.015739	0.027104	0.012245	0	0	0	0	0	0	0
XR_011842330.1	0	0	0	0	0	0	0.059004	0.026378	0	0	0	0.029737	0.241514	0	0
XR_011842329.1	3.65053	5.45532	2.07883	2.49299	3.4012	3.15642	1.9334	1.95123	3.40662	1.60511	4.46445	3.36681	2.13242	3.92353	2.42312
XR_011842322.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842311.1	15.1692	0.731016	5.9447	2.65468	4.205	2.926	4.80835	10.9169	10.4652	6.31588	2.09796	3.54012	5.73133	8.24974	6.60726
XR_011842310.1	0.312508	0.191278	0.207275	0.153734	0.239214	0.180278	0.241481	0.41628	0.212842	0.518157	0.046928	0.052746	0.232247	0.210177	0.085801
XR_011842309.1	0	0.268062	0	0.140458	0.123709	0	0.148189	0	0	0	0	0	0	0.12588	0
XR_011842305.1	0.027128	0.116646	0	0	0.02185	0	0	0.045542	0	0	0.102879	0	0.156501	0	0
XR_011842304.1	0.257307	0.215894	0.166851	0.032797	0.0574	0.17181	0.239307	0	0	0.044052	0.231145	0.374854	0.344227	0.058238	0.462262
XR_011842296.1	0	0	0	0.08634	0	0	0.043781	0.157359	0	0	0.02965	0.022218	0	0	0
XR_011842295.1	0	0.313661	0	0	0	0	0	0	0.518478	0	0	0	0.169967	0.294695	0
XR_011842290.1	0.287719	1.14734	1.10836	0.110049	1.15869	1.03467	0.115893	0	0.460978	0.150329	0.302463	0.567695	0	0.293877	0.275282
XR_011842289.1	0.342925	0	0	0	0.033924	0	0.039934	0.070975	0.040371	0	0	0.039907	0	0	0.097308
XR_011842285.1	0.176373	0	0	0.208686	0.045628	0.244213	0	0	0	0.280201	0.358124	0	0.271438	0.184024	0
XR_011842283.1	0	0	0.137618	0	0	0	0	0	0	0	0	0.046839	0	0	0
XR_011842278.1	0.103935	0.358621	0.274927	0.174783	0.176896	0.541419	0.043787	0.166707	0	0.284209	0.0839	0.080995	0.018542	0.092108	0.010964
XR_011842270.1	0	0.121131	0.098016	0	0	0.037854	0.099478	0	0.033677	0	0.177821	0	0	0.028493	0.040617
XR_011842267.1	0	0.084338	0	0	0.206378	0	0	0.045968	0	0	0	0.203476	0	0	0
XR_011842265.1	0.558633	0.603658	0.44233	0.367088	0.472877	0.497665	0.298652	0.480321	0.62727	0.436423	0.373675	0.428653	0.267868	0.631063	0.320889
XR_011842264.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842263.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842261.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842258.1	0	0.048117	0.155032	0	0	0.060021	0	0	0	0	0	0	0	0	0
XR_011842257.1	0.212767	0.092693	0.138317	0.24848	0.413322	0.203307	0.162477	0.350176	0.193426	0.68674	0.051209	0.33847	0.286142	0.164034	0.108502
XR_011842249.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842248.1	0.100473	0.629779	0.336254	0.083508	0.365494	1.07887	0	0	0	0.679859	0.343787	0.344123	0.173076	0	0.104657
XR_011842247.1	0	0.077694	0	0	0	0	0	0	0	0.111817	0	0.169849	0	0	0
XR_011842240.1	0.165606	0.138455	0.297531	0.541326	0.387361	0.172746	0	0.406351	0	0.197984	0.945905	0.151955	0.256127	0.17353	0
XR_011842238.1	0.046772	0	0	0	0.036847	0	0.043491	0.270064	0.30739	0.225206	0	0.086701	0.219461	0.074217	0
XR_011842231.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842230.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842222.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083343
XR_011842220.1	0.214368	0.485164	0.260646	0.360035	0.181854	0.252082	0.193004	0.210842	0.139609	0.336092	0.753852	0.536933	0.291545	0.362772	0.309378
XR_011842219.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842213.1	0.144407	0	0	0.314438	0.054994	0.368303	0	0.463032	0	9.02765	0.614192	0.194226	0.195998	0.222086	0.078905
XR_011842210.1	0	0	0	0	0	0	0.057764	0.050987	0.231442	0	0.076183	0.39988	0.057717	0.244779	0
XR_011842206.1	0.233772	0.218381	0.50706	0.300871	1.00715	0.684395	0.388115	0.425982	0.121501	0.396777	0.895804	0.688495	0.384692	0.363003	0.209817
XR_011842205.1	0	0.143536	0	0.663042	0	0.059685	0	0.140441	0	0.136897	0	0.104993	0.849284	0.314792	0
XR_011842203.1	0.018051	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842202.1	0	0.071514	0.116156	0	0.100577	0.111939	0.019378	0.139531	0	0.202309	0.052616	0.039427	0.12024	0.016845	0.048055
XR_011842195.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842194.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842193.1	0	0	0	0	0.042809	0.114541	0	0	0	0	0	0	0	0	0
XR_011842186.1	0	0	0	0	0	0	0	0.05649	0	0	0	0	0.064819	0	0
XR_011842184.1	0	0	0.284921	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842183.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842180.1	0.02221	0.019189	0.02077	0	0.017987	0.072072	0.083283	0.037444	0.021349	0.054313	0.141144	0.042306	0	0.054206	0.051566
XR_011842178.1	1.59911	4.41351	0.815984	0.717343	1.60808	0.576955	0.834873	1.10952	1.54136	1.74052	1.23121	5.2359	0.420303	1.06217	0.67512
XR_011842177.1	0.0439	0.093536	0	0	0	0.028317	0	0.019366	0	0	0	0.066055	0	0	0
XR_011842176.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842175.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842174.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842173.1	0	0	0	0	0	0	0	0	1.34083	0	0	0	0	0	0
XR_011842172.1	0.306282	0	0.231725	0.34501	0.201941	0.678059	0.484726	0.320882	0.241026	0	1.26478	1.06822	0.71432	1.12735	0.575145
XR_011842169.1	0.39644	0.2695	0.473162	0.243924	0.409366	0.463005	0.517774	0.427916	1.1987	0.527537	0.247112	0.777853	0.187693	0.855646	0.768632
XR_011842168.1	1.55796	1.60635	1.35996	1.82573	1.39697	2.025	1.79462	1.81222	1.33362	2.01442	2.03305	1.49095	1.23412	1.4607	0
XR_011842162.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842159.1	0.120991	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842158.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842155.1	0.117355	0	0.025223	0.103487	0.149024	0.058537	0.305221	0.069283	0	0.18234	0.164302	0.071912	0.22029	0.18697	0.029483
XR_011842153.1	0.471747	1.23385	0.466188	0.102211	0.411724	0.370291	0.270336	0.854074	0.291655	0.254567	0.596922	0.731515	0.176716	0.201905	0.385408
XR_011842150.1	1.88637	0.780871	0.843971	0.916723	2.94876	2.1215	1.98913	2.37432	0.03388	0.30583	0.988843	1.37359	2.75421	0.532164	0.362502
XR_011842142.1	0.179047	0.340099	0.080817	0.022269	0.080936	0.065064	0.021845	0.040483	0	0.117116	0.134936	0.103163	0.035869	0.079841	0.057558
XR_011842139.1	0	0	0	0	0.101554	0.135762	0	0	0	0	0	0	0	0	0
XR_011842138.1	0.052313	0.263263	0	0.046803	0	0	0.096956	0	0.048764	0.188092	0	0.096341	0	0	0
XR_011842135.1	5.8963	8.49569	8.97024	5.03283	9.85181	5.1899	7.21952	6.56193	3.30451	6.75123	10.2135	7.65709	5.41517	6.46169	3.00734
XR_011842132.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842129.1	67.7526	50.9602	64.5009	91.3492	55.6437	82.9731	63.2889	52.0519	58.8284	114.669	66.8711	89.5731	125.326	89.1946	83.8218
XR_011842125.1	1.6831	2.84539	2.24445	1.03283	2.0196	3.59302	1.00196	1.55592	1.94666	1.59633	1.25401	1.51282	0.983023	1.27743	2.19231
XR_011842121.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842119.1	0	0.01695	0	0.036369	0.055726	0.010627	0	0	0	0.011942	0.012493	0.018721	0	0	0
XR_011842117.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842116.1	0.226065	0.342891	0.229953	0.426883	0.5513	0.347675	0.300467	0.127423	0.255666	0.438539	0.504705	0.378398	0.27447	1.07734	0.329288
XR_011842113.1	0.133282	0.072437	0.04235	0	0.041856	0.027932	0.05375	0.037967	0.086758	0.015669	0.139624	0.090329	0.062606	0.125919	0
XR_011842112.1	0.14575	1.26414	0.384889	0.261892	0.250012	0.753265	0.546639	0.145743	0	0.332744	0.069106	0.060807	0.406537	0.276314	0.27315
XR_011842111.1	0	0.020913	0.022625	0	0	0	0	0	0	0.029617	0	0	0	0	0
XR_011842110.1	1.24429	0.455315	0.116074	0.153135	0.228581	0.317321	0.517576	0.623048	0.253423	0.388689	0.708068	0.257919	3.69686	1.21507	1.26804
XR_011842103.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842101.1	0.789732	1.04316	1.01494	0.75034	1.07564	1.13267	0.797064	1.47451	1.19777	0.968173	0.806489	0.997117	1.52142	1.21349	1.06672
XR_011842099.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842094.1	0	0	0	0	0	0	0.023624	0	0	0	0	0	0	0	0
XR_011842085.1	0.24226	0.28176	0.173119	0.221665	0.216887	0.176494	0.287191	0.365994	0.227858	0.314493	0.318161	0.293376	0.309593	0.163656	0.243124
XR_011842081.1	1.02593	0.717774	0.91095	0.61609	0.747185	0.886731	0.789438	0.685306	1.09166	0.917427	0.794995	0.991806	1.22661	0.678705	0.773948
XR_011842077.1	0	0	0	0	0.085497	0	0	0	0	0	0	0	0	0	0
XR_011842074.1	0	0	0	0	0	0	0	0	0	0	0.121103	0	0	0.190603	0
XR_011842064.1	0.005342	0.018759	0.010196	0.005034	0	0.111788	0	0.004569	0.010442	0	0.020754	0.010367	0	0	0
XR_011842063.1	0.104401	0.121484	0.04395	0.173727	0.114076	0.101528	0.010902	0.009868	0.067606	0.128469	0.119349	0.104198	0	0.114461	0.013623
XR_011842062.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842061.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842060.1	0	0.008328	0.045218	0	0.03129	0.062653	0.035818	0.008116	0.037077	0	0.012276	0.045991	0.037428	0.007847	0
XR_011842058.1	0.098968	0.282568	0.140524	0.12999	0.109198	0.100328	0.056676	0.083418	0.044888	0.517877	0.333447	0.160693	0.0792	0.056894	0.013767
XR_011842053.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842052.1	0.011669	0.006874	0.009349	0.001846	0.003233	0.010785	0	0.006702	0.021051	0.019319	0.015219	0.019004	0.007741	0.00324	0.018525
XR_011842048.1	1.90129	0.283579	0.131507	0.780869	0.075932	0.177491	1.69384	2.76827	2.85021	1.66121	0.029792	0.066975	1.08933	1.94716	2.31576
XR_011842043.1	0	0.037275	0.202267	0	1.80484	0.864405	0	0	0	0	0.175346	0.568322	0	0	0
XR_011842042.1	288.504	231.941	144.267	108.178	177.489	136.22	177.398	244.488	273.676	162.392	171.182	199.407	178.903	149.904	210.496
XR_011842041.1	46.5013	36.7916	33.5106	22.3875	36.7125	32.9226	33.2682	33.5825	25.8233	65.7561	32.4136	30.5246	33.9959	26.4934	32.094
XR_011842030.1	0.12555	0	0	0	0	0	0	0	0	0	0.020091	0	0	0.10281	0
XR_011842023.1	0	0.045932	0.122809	0	0	0	0	0	0.024874	0	0.033702	0	0	0.021204	0.031121
XR_011842020.1	0.704895	1.14948	1.5385	1.13612	0.677684	2.00676	0.773278	0.813317	1.03279	2.27792	2.03559	1.51953	2.08106	1.18754	0.545481
XR_011842017.1	2.36441	2.30516	2.56096	1.54578	2.77791	1.48173	1.1778	2.3188	1.44456	1.82045	2.34702	2.63455	1.67623	2.3979	2.47973
XR_011842014.1	0	0	0	0	0	0	0.058207	0	0.029865	0	0	0	0	0.0976	0.075373
XR_011842012.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842011.1	0.202182	0.213387	0	0.670755	0.413897	0.288261	0.86283	0	0	0.221453	0.679324	0.114745	0.30057	0	0
XR_011841980.1	2.89767	3.09825	2.3671	1.09724	2.05779	1.3799	0.73978	1.30294	2.37334	0.743427	0.645397	1.69572	2.43843	1.73397	0.68792
XR_011841979.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011841978.1	0.071359	0.575058	0.352635	0	0	0	0.212809	0.060372	0.086529	0.916316	0	0	0	0	0
XR_011841977.1	1.13522	1.47706	2.72771	1.10308	2.24118	3.08024	0.274423	0.805335	0.914119	2.27873	2.45599	2.46859	0.335282	1.72228	0.576319
XR_011841974.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011841972.1	0	0	0	0	0	0	0	0.037316	0	0	0	0	0	0	0
XR_011841968.1	111.691	157.562	21.3838	6.65405	8.68112	29.1351	7.43522	7.40148	268.467	9.29431	44.9414	53.6278	3.78349	32.0723	9.7754
XR_011841963.1	0	0.117276	0	0.134555	0	0	0.529828	1.49514	0.882359	0.241738	0.507816	0	1.03483	2.03796	0
XR_011841959.1	161.981	325.79	4.9751	57.2166	37.8879	169.685	10.9268	34.6079	748.297	48.7864	147.786	88.3295	13.1014	75.8951	36.3845
XR_011841953.1	0	0.103587	0	0	0.224623	0	0	0.036774	0	0	0.069957	0	0	0.041569	0
XR_011841952.1	0.827068	0.685749	1.13329	0.520579	0.728495	0.3281	0.45948	0.429488	1.15475	0.904196	0.332507	0.579994	0.842879	0.75089	0.339691
XR_011841946.1	0	0	0	0	0	0.071697	0.574895	0	0	0.247478	0	0	0.06362	0.059691	0
XR_011841945.1	8.43767	2.38331	0	0	0.602105	0	13.1972	12.4476	15.8278	0.470844	0.492669	0	17.2006	10.9429	21.1248
XR_011841944.1	0.066688	0.0724	0	0.015519	0	0.018141	0.01565	0.028242	0	0.081812	0	0.047927	0.016237	0.054556	0
XR_011841941.1	1.9548	1.60501	0.433494	0.488183	0.853779	1.21736	0.190985	1.11973	0.509179	1.3977	2.35161	2.3242	1.2062	1.51244	1.03783
XR_011841939.1	0.050104	0	0	0	0.117946	0	0.0465	0	0	0	0	0	0	0.039607	0
XR_011841934.1	7.59421	5.66826	4.26642	2.16001	4.10402	3.5932	3.06689	4.08639	5.00746	2.57072	6.87723	3.25591	3.18022	4.48141	6.5854
XR_011841931.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011841930.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011841928.1	0.068307	0.224788	0.18076	0.239337	0.313943	0	0	0.110058	0.499215	0.161159	0.164234	0	0	0.26402	0.150141
XR_011841927.1	1.85993	4.22721	3.31818	1.59704	2.11518	2.63028	1.54579	2.15647	2.0808	2.29734	3.02847	2.70988	1.79755	3.48096	1.27174
XR_011841914.1	0.741136	0.267415	0.30337	0.260133	0.364097	0.243312	0.264906	0.330718	0.730128	0.310292	0.571596	0.538494	0.372469	0.183476	0.228464
XR_011841913.1	1.29873	18.074	13.0345	6.66006	10.0596	6.32794	2.48263	4.27125	4.84672	10.5042	10.4604	9.50733	5.46097	4.37456	3.82861
XR_011841904.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011841892.1	0.019779	0	0.203027	0.01638	0.157729	0.038296	0.049595	0.163986	0.051028	0.215988	0.427567	0.084311	0.068543	0.071985	0
XR_011841888.1	0.141081	0.110548	0.055737	0.223877	0.299756	2.94049	0.490291	0.419152	0.259724	0.086671	0.235212	0.569633	0.385928	0.150427	0.082612
XR_011841886.1	0	0	0	0	0	0	0	0.038144	0.043494	0	0	0	0	0	0
XR_011841882.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011841881.1	0.125758	1.03679	0	0.498309	0.349427	0	0.209781	0.184888	0	1.22235	0.410669	0.5138	0	0.442952	0.124756
XR_011841880.1	0.056193	0	0	0	0	0	0	0.182095	0	0	0	0	0.206567	0	0
XR_011841878.1	0.162838	0.396704	0.035742	0.106029	0.321524	0.246141	0.125449	0.228465	0.221206	0.101665	0.097293	0.240059	0.281805	0.218284	0.088751
XR_011841873.1	1.15088	0.530009	0.441762	0.438726	1.20578	0.440458	0.261707	0.115359	0.588434	0.337956	0.172022	0.451652	0.716254	1.71528	0.550241
XR_011841872.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011841870.1	1.12561	0.891997	1.58285	0.144395	1.58678	1.35605	0.592008	0.445019	0.945002	0.788195	0.902844	1.02539	0.613297	0.973874	0.53855
XR_011841863.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011841861.1	5.03113	2.64837	1.28148	0.932107	3.42906	1.36528	0.945111	1.50699	4.18379	1.81069	2.08765	5.12823	1.74551	2.81748	0.560726
XR_011841860.1	0	0	0	0.127558	0	0	0.087825	0	0.088567	0	0	0	0	0	0.106703
XR_011841856.1	12.8497	14.2781	9.79945	4.08395	10.5177	4.16841	3.30788	4.68527	7.71095	59.2094	9.91726	7.0817	6.12261	1.95312	6.0316
XR_011841854.1	0.265891	0	0.213258	0	0	0.326935	0	0	0.526073	0	0	0.063855	0	0	0
XR_011841852.1	3.83513	5.75101	4.53466	2.54425	7.15807	3.98647	2.71131	3.37718	0.423203	9.21704	4.50437	6.57462	3.77983	3.64207	2.58613
XR_011841849.1	0.527485	0.913897	0.075169	0	0.326694	0.438027	0.704341	0.413487	0.311875	4.95368	0.204959	0.153839	0.23242	0.85863	0.093664
XR_011841842.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011841839.1	0.067502	0	0	0	0	0	0.609584	0	0	0	0.086913	0	0	0	0
XR_011841838.1	0	0	0	0.375396	0	0	0	0	0	0	0	0.09659	0.14658	0.041356	0
XR_011841837.1	0.449526	0	0.205708	0.185901	0.300056	0.365932	0.076481	0	0	0.131044	0.348232	0.262345	0.386493	0.544372	0
XR_011841834.1	0.027025	0.023362	0	0.025002	0.024404	0	0	0.068409	0.052173	0.066237	0.03434	0	0.02612	0.152321	0.031369
XR_011841832.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011841826.1	0	0	0	0	0	0	0	0	0.129119	0	0	0	0	0	0.116813
XR_011841820.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011841819.1	0.213365	0.397681	0.311543	0.617806	0.709359	0.49939	0.715645	0.318009	0.080394	0.463659	1.85809	0.317935	0.845955	0.102015	0.339119
XR_011841799.1	1.90682	0.460079	0.613232	0.576022	0.398144	0.367348	0.499173	0.111526	0.3163	0	0.731222	0.449228	0.170484	0.084154	1.75658
XR_011841792.1	0	0	0.030523	0	0.044681	0.160939	0.182164	0.135685	0	0	0	0.052328	0.145355	0.154415	0
XR_011841791.1	0	0	0	0	0	0	0.036009	0	0	0.087619	0.036647	0.109234	0	0	0
XR_011841789.1	0	0	0.053104	0	0.02336	0	0	0	0	0	0	0	0	0.04316	0
XR_011841786.1	0.315751	0.074656	0	0.026302	0.051574	0	0.135802	0.202857	0	0	0	0.38229	0	0.148002	0
XR_011841785.1	0	0	0	0	0	0.084159	0.075582	0	0	0	0	0.050174	0	0.188805	0
XR_011841784.1	0	0.032015	0.03726	0	0.361551	0	0	0	0	0	0.144761	0.04801	0	0.104803	0
XR_011841780.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011841779.1	0.119349	0.136128	0.523446	0.315677	0.379247	0.414669	0.599751	0.271989	0.306002	0.285552	0.288739	0.962612	0.718405	0.345652	0.215513
XR_011841771.1	0.33041	0.413118	0.186758	0.233987	0.35584	0.377395	0.14846	0.279861	0.408688	0.275219	0.253596	0.253357	0.219042	0.237846	0.447928
XR_011841770.1	0.09429	0	0	0	0	0.109159	0	0.023106	0	0	0	0.123643	0	0	0
