Name	Ca10x_salmon	Ca1x_salmon	Ca2x_salmon	Ca3x_salmon	Ca4x_salmon	Ca5x_salmon	Ca6x_salmon	Ca7x_salmon	CaC10_salmon	CaC1_salmon	CaC2_salmon	CaC3_salmon	CaC6_salmon	CaC7_salmon	CaC9_salmon
XR_011842505.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842503.1	0	0	59.554	0	0	0	41.132	0	0	0	22.989	0	6.292	0	28.941
XR_011842491.1	0	69.381	0	45.821	0	0	0	0	0	0	154.099	124.21	0	71.213	0
XR_011842489.1	449.695	657.91	405.588	237.272	572.72	343.004	476.681	67.664	0	379.196	482.827	722.225	509.357	581.341	224.222
XR_011842488.1	0	0	0	0	14.936	10.437	26.068	0	24.488	0	10.649	0	0	9.773	0
XR_011842486.1	79.936	116.985	191.327	88.121	38.533	88.377	198.209	0	0	14.109	36.439	16.79	45.117	0	83.304
XR_011842479.1	2210.06	1759.13	1638.56	1422.32	1627.46	1566.3	2235.85	2803.7	1476.69	1584.86	1545.8	1930.94	2045.24	2101.6	1546.9
XR_011842478.1	434.815	246.731	309.957	155.768	409.431	288.406	407.783	463.401	248.487	156.817	345.327	231.13	373.663	388.062	263.624
XR_011842477.1	1	1	2	2	6	0	4.087	1	1	0	3	1	0	4	3
XR_011842476.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842474.1	0	1	1	0	0	0	0	7	0	0	0	1	2	1	0
XR_011842473.1	22234	42420.3	31728.1	14632.2	29762.8	21500	13865.9	16735.8	12047	39823.2	13425	17294.6	14665.8	13474.9	13925.8
XR_011842472.1	0	80.346	46.984	0	0	0	34.613	43.466	106.031	0	9.503	44.131	0	0	0
XR_011842464.1	0	0	0	14.831	3	8	1	0	0	0	0	1	1.11	0	2
XR_011842458.1	2	3	0	0	1	3	3	0	2	2	0	0	2	1	0
XR_011842455.1	0	0	22.3	16.932	0	0	24.713	0	25.998	37.355	0	70.039	0	0	0
XR_011842454.1	25.78	56.078	0	0	27	30.004	15.288	34.031	0	27.67	30.886	14.972	37.051	37.008	25
XR_011842445.1	46.907	48.309	13	7.011	14	22	103.832	96.766	47.997	12	35.998	21	33.576	50	21.121
XR_011842440.1	143.624	104.033	47.699	163.764	84.983	56.986	115.696	175.472	116.114	35.494	20.599	117.385	226.593	246.045	85.987
XR_011842438.1	3	0	7	1	3	0	0	8.001	10	4	1	6	2	5	5
XR_011842436.1	569	589.29	531.533	449.116	657.466	395.895	428.147	677.609	455.393	510.68	477.593	555.649	586.614	677.349	372.955
XR_011842435.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842432.1	224.884	155.253	156.202	80.2	232.068	143.745	239.549	387.632	77.241	74.961	110.678	141.43	229.665	134.568	127.353
XR_011842431.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842426.1	0	2.987	0	0	0	0	0	0	3.407	0	0	0	0	0	0
XR_011842423.1	0	0	0	0	0	0	0	0	0	0	1.476	0	0	0	0
XR_011842412.1	7515.33	6351.98	6967.89	6034.82	7373.68	7526.25	6267.92	7301.44	5272.37	6373.71	6694.28	7419.07	9233.84	7725.58	6403.72
XR_011842408.1	1540.57	1553.81	1555.47	1036.06	1790.91	1377.37	1488.08	2151.27	1470.15	1318.41	1244.96	1611.31	1664.9	1918.15	1397.19
XR_011842407.1	31.688	93.95	11.772	23.394	40.045	38.502	10.296	50.671	15.512	0	12.758	31.33	36.048	33.469	17.418
XR_011842406.1	150.591	203.209	175.847	188.999	180.657	190.663	176.554	181.502	121.614	157.61	55.328	143.352	246.672	158.27	89.11
XR_011842403.1	149.483	360.87	203.17	154.76	219.693	182.249	124.986	163.393	194.035	255.98	233.278	207.111	189.686	203.322	104.359
XR_011842395.1	47	112.097	85.174	98.13	138.588	117.002	70.144	83.276	40	53.115	68.523	93.143	80.079	41	27.451
XR_011842393.1	1855.73	1840.41	1833.21	1539.44	2323.51	1925.71	1779.25	2029.56	1536.67	1678.57	1603.39	1970.54	1936.83	2215.34	1622.61
XR_011842392.1	7	6.278	2	1	1	0	2	1	8	2	1	4	4	11	2
XR_011842388.1	7522	2855.45	1686.35	2202.81	2946.09	2039.31	4146.36	4545.32	2804.12	1103.59	1564.04	5432.36	5263.78	5158.99	1771.93
XR_011842387.1	53.835	85.16	61.877	54.287	89.74	42.252	46.482	77.001	81.69	36.769	53.586	60.921	55.639	107.682	47.077
XR_011842383.1	6	1	11	1	4.001	2	1	5.001	3.001	2	2	7.004	0	7.001	2
XR_011842382.1	17.984	32.164	20	10	14	20	10.002	6	16	15	13.011	17	18.002	23	11.018
XR_011842378.1	25.926	0	0	0	0	0	8.045	3.904	9.237	13.149	0	5.942	3.969	22.199	10.732
XR_011842377.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842375.1	0	38.966	30.958	19.093	25.926	31.256	0	20.647	0	0	50.604	56.435	0	7.461	0
XR_011842370.1	277	302.306	324.701	278.638	323.017	206.144	214.372	372.783	281.282	252.034	238.621	224.683	368.593	294.601	330.944
XR_011842369.1	47.813	0	0	18.738	0	35.159	0	49.082	67.712	0	0	30.137	0	0	0
XR_011842367.1	20.439	40.084	31.748	0	71.214	0	44.105	6.2	0	28.72	18.992	0	23.913	37.24	23.745
XR_011842365.1	25.236	31.07	15.631	39.492	40.928	15.058	35.167	41.642	28.56	6.196	16.647	26.12	32.959	66.274	32.271
XR_011842360.1	41.51	39	20	193.914	50.012	12.794	31.555	44.065	53.471	42.491	38.326	37.209	40.076	79.004	28.997
XR_011842356.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842354.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842352.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842350.1	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0
XR_011842348.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842344.1	0	29.438	0	0	0	0	24.521	0	0	13.272	12.823	0	17.957	0	0
XR_011842343.1	4.333	0	0	0	0	0	13.738	0	0	0	0	0	0	0	0
XR_011842342.1	0	0	28.467	15.982	50.725	16.309	0	48.287	23.744	0	0	18.117	0	19.117	55.147
XR_011842338.1	2.29	0	0	5.415	0	0	0	5.896	5.341	5.827	16.9	12.05	8.436	5.139	0
XR_011842334.1	0	2	0	0	0	1	2	1	0	0	0	0	0	0	0
XR_011842330.1	0	0	0	0	0	0	2	1	0	0	0	1	8.006	0	0
XR_011842329.1	218	375.123	131.881	159.947	249.279	173.246	123.001	137.582	210.504	78.137	208.494	209.836	130.769	286.43	123.913
XR_011842322.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842311.1	41	4	31	14	25	13	24	61	52	24	8	18	29	48	28
XR_011842310.1	17	12	12.002	9.001	16	9.029	14	26.776	12	23	2	3	13	14	4.004
XR_011842309.1	0	2	0	1	1	0	1	0	0	0	0	0	0	1	0
XR_011842305.1	1	5	0	0	1	0	0	2	0	0	3	0	6	0	0
XR_011842304.1	7.181	7.065	5.061	1.004	2.008	4.498	7.15	0	0	1.014	5.153	11.15	10.099	2.026	11.279
XR_011842296.1	0	0	0	4	0	0	2	8	0	0	1	1	0	0	0
XR_011842295.1	0	2	0	0	0	0	0	0	3	0	0	0	1	2	0
XR_011842290.1	2	11	10	1	12	7.979	1	0	4	1	2	5	0	3	2
XR_011842289.1	8	0	0	0	1	0	1	2	1	0	0	1	0	0	2
XR_011842285.1	3	0	0	4	1	4	0	0	0	4	5	0	5	4	0
XR_011842283.1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0
XR_011842278.1	11.16	44.027	31.08	20	23.118	53.007	5	21	0	24.766	6.987	9.002	2.026	12	1
XR_011842270.1	0	4	3	0	0	1	3	0	1	0	4	0	0	1	1
XR_011842267.1	0	1.812	0	0	4.756	0	0	1.01	0	0	0	3.985	0	0	0
XR_011842265.1	61.572	76.054	51.314	43.106	63.42	50.001	35.004	62.095	71	39.031	31.934	48.892	30.032	84.373	30.034
XR_011842264.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842263.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842261.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842258.1	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0
XR_011842257.1	16	8	11.004	20	38	14	13.006	31	15	42.011	3	26.463	22.003	15.027	6.961
XR_011842249.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842248.1	1	8	4	1	5	11	0	0	0	6	3	4	2	0	1
XR_011842247.1	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0
XR_011842240.1	3	3	6	11	9	3	0	9	0	3	14	3	5	4	0
XR_011842238.1	1	0	0	0	1	0	1	7	7.007	4	0	2	5	2	0
XR_011842231.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842230.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842222.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
XR_011842220.1	14.675	38.167	18.907	26.419	15.243	15.825	14.069	17.011	9.869	18.732	40.263	38.272	20.442	30.295	18.095
XR_011842219.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842213.1	2	0	0	5	1	5	0	8	0	106.481	7.117	3	3	4	1
XR_011842210.1	0	0	0	0	0	0	1	1	4	0	1	7	1	5	0
XR_011842206.1	13	14	30	18	68.833	35.027	23	28	7	18	39.011	40.013	22.002	24.708	10.005
XR_011842205.1	0	3	0	13	0	1	0	3	0	2	0	2	16	7	0
XR_011842203.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842202.1	0	4	6	0	6	5	1	8	0	8	2	2	6.004	1.001	2
XR_011842195.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842194.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842193.1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
XR_011842186.1	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0
XR_011842184.1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842183.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842180.1	1	1	1	0	1	3	4	2	1	2	5	2	0	3	2
XR_011842178.1	32	105.025	18.055	16	41.004	11	18	27	33	29.005	20	113.471	9	26.885	12
XR_011842177.1	1.91	4.713	0	0	0	1.14	0	1	0	0	0	3.019	0	0	0
XR_011842176.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842175.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842174.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842173.1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
XR_011842172.1	2	0	2	3	2	5	4	3	2	0	8	9	6	11	4
XR_011842169.1	10	8	13.031	6.777	13	11	14.001	13	32	11	5	21	5	27.001	17.021
XR_011842168.1	143.002	168.833	131.676	178.896	156.344	169.765	175.243	195.413	125.935	150.196	144.986	141.905	115.487	162.937	0
XR_011842162.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842159.1	19.579	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842158.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842155.1	5.729	0	1.314	5.45	8.966	2.637	15.888	4.006	0	7.272	6.298	3.679	11.094	11.2	1.237
XR_011842153.1	86.999	259.195	90.088	20.002	92.011	62.003	52.969	184.159	55.035	38.01	85.006	139.037	33	45	60.116
XR_011842150.1	60	29	29.023	31.83	117.003	63	67.646	90.303	1.131	8	25	46.34	91.59	21	10.032
XR_011842142.1	15.048	32.762	7.174	2	8.304	5	1.954	4.001	0	8.001	8.821	9.001	3.077	8.163	4.121
XR_011842139.1	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0
XR_011842138.1	1	6	0	1	0	0	2	0	1	3	0	2	0	0	0
XR_011842135.1	550.834	908.645	883.769	501.813	1121.95	442.74	717.486	720.042	317.538	512.268	741.171	741.588	515.636	733.465	239.003
XR_011842132.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842129.1	1156	1044.06	1230.68	1755.95	1223	1362.92	1170.91	1089.86	1084.82	1641.75	936.296	1672.8	2315.11	1944.34	1284.06
XR_011842125.1	131	254.066	184.711	86	192.082	255.961	83.004	142.509	156.178	101.046	75.998	122.36	78.193	121.069	145.499
XR_011842121.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842119.1	0	2	0	4	7	1	0	0	0	1	1	2	0	0	0
XR_011842117.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842116.1	12	21	13	24.401	36	17.001	17	8.001	14.072	19	21	21.012	15	70.058	15.002
XR_011842113.1	21	13.012	7	0	8	4	9	7	14	2	17.006	14.683	10	24	0
XR_011842112.1	14.338	142.296	39.903	27.48	29.962	67.625	57.197	16.832	0	26.577	5.277	6.197	40.735	33.008	22.845
XR_011842111.1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
XR_011842110.1	37.087	15.877	3.75	4.994	8.519	8.85	16.504	22.246	7.946	9.54	16.814	8.173	115.499	45.027	32.958
XR_011842103.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842101.1	44	67	60.16	44.973	73.651	58.077	47.324	97.101	69.135	44.004	35.187	58.057	87.176	82.752	50.96
XR_011842099.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842094.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
XR_011842085.1	48.275	63.93	36.13	46.85	52.349	31.919	60.797	85.242	46.441	50.726	48.935	60.224	62.438	39.396	40.958
XR_011842081.1	46.03	37.278	43.709	29.877	41.399	36.784	37.784	36.478	50.958	33.666	28.066	46.726	56.901	37.434	29.915
XR_011842077.1	0	0	0	0	11.803	0	0	0	0	0	0	0	0	0	0
XR_011842074.1	0	0	0	0	0	0	0	0	0	0	11.001	0	0	27.088	0
XR_011842064.1	1	4	2	1	0	19	0	1	2	0	3	2	0	0	0
XR_011842063.1	9	12	4	16	12	8	1	1	6	9	8	9.321	0	12	1
XR_011842062.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842061.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842060.1	0	1	5	0	4	6	4	1	4	0	1	5	4	1	0
XR_011842058.1	17.272	56.189	25.707	24.08	23.101	15.903	10.51	17.026	8.018	73.187	44.952	28.913	14.001	12.003	2.033
XR_011842053.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842052.1	5.981	4	5	1	2	5	0	4.004	11.002	8	6	10	4	2	8
XR_011842048.1	81	14	6	36.003	4	7	77	140.058	126.478	57.924	1	3	48.052	102.096	85.101
XR_011842043.1	0	1	5.039	0	51.834	18.569	0	0	0	0	3.208	13.874	0	0	0
XR_011842042.1	6776.02	6429.36	3712.46	2807.59	5265.62	3023.01	4471.76	6934.21	6822.98	3159.03	3235.75	5029.06	4453.74	4417.78	4354.31
XR_011842041.1	781.165	742.937	630.297	424.199	795.425	533.064	606.459	693.013	469.382	927.743	447.379	561.92	619.122	569.232	484.652
XR_011842030.1	8	0	0	0	0	0	0	0	0	0	1	0	0	8	0
XR_011842023.1	0	18.08	44.439	0	0	0	0	0	8.794	0	8.989	0	0	8.854	9.093
XR_011842020.1	214.518	397.657	489.334	366.022	249.314	553.219	249.903	288.858	320.921	560.54	477.215	475.46	639.59	435.82	140.075
XR_011842017.1	781.186	865.547	884.028	540.501	1109.18	443.343	413.212	893.884	487.191	486.263	597.181	894.702	559.116	955.135	691.117
XR_011842014.1	0	0	0	0	0	0	22.089	0	10.893	0	0	0	0	42.045	22.719
XR_011842012.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011842011.1	67.992	81.549	0	238.711	168.204	87.784	308.11	0	0	60.206	175.924	39.661	102.04	0	0
XR_011841980.1	31.129	41.969	30	14	30	15	9	18	29	7	6	21.001	30.002	25	7
XR_011841979.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011841978.1	3.153	29.419	16.669	0	0	0	10.031	3.165	3.979	33.119	0	0	0	0	0
XR_011841977.1	41.847	63.314	108.154	44.181	102.57	105.522	10.804	35.366	35.224	68.902	71.618	96.061	12.854	78.424	18.398
XR_011841974.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011841972.1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
XR_011841968.1	1488.08	2575.2	326.281	102.219	152.511	382.05	109.319	123.483	3953.14	105.824	503.107	800.184	55.963	557.923	119.702
XR_011841963.1	0	2.087	0	2.249	0	0	8.492	27.17	14.14	3	6.184	0	16.641	38.595	0
XR_011841959.1	2414	5892.2	83.911	971.79	735.882	2461.33	178.032	639.276	12187.3	615.488	1828.8	1457.41	214.073	1460.76	492.539
XR_011841953.1	0	5.213	0	0	12.061	0	0	1.897	0	0	2.393	0	0	2.222	0
XR_011841952.1	37.631	36.105	55.123	25.592	40.918	13.798	22.3	23.177	54.646	33.642	11.9	27.7	39.636	41.986	13.31
XR_011841946.1	0	0	0	0	0	1	9	0	0	3	0	0	1	1.105	0
XR_011841945.1	7.811	7.256	0	0	2	0	37.279	38.737	43.74	1.001	1.055	0	48.292	35.318	50.598
XR_011841944.1	4	5	0	1	0	1	1	2	0	4	0	3	1	4	0
XR_011841941.1	28	28	7.055	8	16	17.036	3	19.947	8	17.001	28.081	37.001	19.022	28.081	13.556
XR_011841939.1	1	0	0	0	3	0	1	0	0	0	0	0	0	1	0
XR_011841934.1	222.354	194.277	135.494	69.242	150.351	98.508	96.079	143.404	154.322	62.004	160.533	101.415	97.674	163.233	168.252
XR_011841931.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011841930.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011841928.1	1	4	3	4	6	0	0	2	8	2	2	0	0	5	2
XR_011841927.1	141.237	368.368	266.527	129.786	196.343	182.875	124.946	192.756	162.925	141.905	179.132	213.918	139.556	321.978	82.376
XR_011841914.1	26.188	11	11.546	10	15.994	8	10	13.936	27	9	15.998	20.113	13.708	8.018	7
XR_011841913.1	13.952	244.834	165.197	84.978	146.657	68.787	30.203	59.007	59.222	98.906	97.247	117.744	67.19	63.071	38.958
XR_011841904.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011841892.1	1.123	0	12.257	1	11	2	3	11	3	10	19	5	4	5	0
XR_011841888.1	10	9	4.184	17	26	191.026	37	35	19	5	13	42.017	28	13	5
XR_011841886.1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0
XR_011841882.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011841881.1	1	11	0	5	4	0	2	2	0	9	3	5	0	5.003	1
XR_011841880.1	1.009	0	0	0	0	0	0	4	0	0	0	0	4	0	0
XR_011841878.1	4.176	11.965	1	2.993	10.373	5.941	3.448	7.053	6	2.154	2	6.584	7.626	6.999	1.997
XR_011841873.1	16	9	7	7	22	6	4	2	9	4	2	7	11	31	6.997
XR_011841872.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011841870.1	22.288	21.014	34.678	3.189	40.06	25.597	12.634	10.721	20.031	13.002	14.521	22.002	13.004	24.405	9.478
XR_011841863.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011841861.1	132.472	81.929	36.766	26.983	113.456	33.798	26.66	47.718	116.393	39.368	44.01	144.251	48.438	92.648	12.937
XR_011841860.1	0	0	0	3	0	0	2	0	2	0	0	0	0	0	2
XR_011841856.1	293	384.743	245.203	103.052	303.39	89.938	81	129.163	186.883	1119.22	182.259	173.643	148.216	55.958	121.305
XR_011841854.1	51.668	0	43.408	0	0	57.665	0	0	104.571	0	0	12.784	0	0	0
XR_011841852.1	103	181.338	132.583	75.063	241.37	100.578	77.99	109.002	12	204.306	96.776	188.48	106.889	122.066	60.811
XR_011841849.1	6	13	1	0	5	5	9	6	4	49	2	2	3	13	1
XR_011841842.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011841839.1	1.013	0	0	0	0	0	9.997	0	0	0	1.082	0	0	0	0
XR_011841838.1	0	0	0	8	0	0	0	0	0	0	0	2	3	1	0
XR_011841837.1	10.96	0	5.485	5	9.225	8.416	2	0	0	2.644	6.821	6.857	9.969	16.628	0
XR_011841834.1	0.995	1	0	1	1.115	0	0	3	2.008	2	1	0	1	6.926	1
XR_011841832.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011841826.1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3
XR_011841820.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011841819.1	5	11	8	16	21	11.059	18	9	2	9	35.047	8.001	21.015	3	7
XR_011841799.1	216.092	59.585	73.123	69.528	54.887	37.938	60.152	14.821	36.802	0	64.234	52.668	19.647	11.566	168.998
XR_011841792.1	0	0	7.761	0	13.139	35.463	47.022	38.511	0	0	0	13.088	35.712	45.293	0
XR_011841791.1	0	0	0	0	0	0	9.402	0	0	17.424	6.946	27.633	0	0	0
XR_011841789.1	0	0	12.809	0	6.517	0	0	0	0	0	0	0	0	12.01	0
XR_011841786.1	20.435	5.557	0	1.826	4.091	0	9.36	15.485	0	0	0	25.785	0	11.695	0
XR_011841785.1	0	0	0	0	0	4.643	4.834	0	0	0	0	3.143	0	13.855	0
XR_011841784.1	0	2.335	2.507	0	28.104	0	0	0	0	0	7.17	3.173	0	8.115	0
XR_011841780.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011841779.1	29.917	38.815	137.249	83.833	115.012	94.23	159.674	79.615	78.373	57.902	55.799	248.287	182.021	104.559	45.619
XR_011841771.1	25.09	36	15.001	19.015	33.031	26.239	12	25.015	32	17	15	20	17.006	22	29.014
XR_011841770.1	27.28	0	0	0	0	28.614	0	7.803	0	0	0	36.787	0	0	0
XR_011841768.1	0	4	2	2	1	1	0	2	2	3	6	3.003	0	2	2
XR_011841767.1	422.225	206.646	309.95	311.345	326.115	247.021	685.686	862.54	227.152	168.601	304.665	419.354	466.515	411.934	378.702
XR_011841760.1	27.098	49.798	21.465	17.093	22.63	23.056	27.981	15.303	27.013	39.362	21.385	43.582	25.022	39.743	16.325
XR_011841758.1	4.993	3	2.011	0	8.003	5	7	1.001	6	5	6	8.004	11.684	13.581	6
XR_011841757.1	2.244	7.375	14.399	6.405	25.853	6.704	2.001	2.973	4.013	3	4.251	5.999	4.306	7.506	0
XR_011841756.1	256.387	192.61	99.855	107.222	45.587	100.082	0	239.135	0	16.171	216.325	159.275	97.868	35.039	0
XR_011841755.1	259.227	229.852	210.198	148.923	214.55	298.701	307.539	220.162	132.148	169.687	269.025	287.411	324.398	248.296	173.254
XR_011841753.1	64.938	12	16.511	28.287	5	5	57.219	71.976	33.286	43.236	4.01	17	47.647	35.333	36.168
XR_011841749.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011841748.1	35.001	167	141.032	90.006	185.039	227.719	59	42	68	70.008	216.522	145.011	56.403	109.058	18
XR_011841746.1	19.547	91.728	0	32.917	22.495	0	55.12	20.807	13.362	50.52	31.704	36.494	26.212	7.836	28.438
XR_011841736.1	2802.53	3499.43	3326.63	3089.82	3062.88	2809.2	3496.62	3946.29	2552.89	3071.88	2817.07	3748.39	3629.59	3746.68	2584.76
XR_011841726.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
XR_011841719.1	462.144	768.644	580.4	356.561	580.946	699.327	441.901	574.347	363.8	274.727	356.116	892.82	756.919	237.868	517.729
XR_011841715.1	6	10	3	4	1	4.486	3	5	10	6	3	6	6	9	2
XR_011841700.1	47.658	22.997	14.999	17.5	7.447	15.384	22.052	28.2	48.808	9.908	11.819	16.275	22.233	60.704	0
XR_011841697.1	1.026	10.586	24.601	5.324	33.323	8.885	8.007	19.607	13.246	20.726	65.079	12.493	7.466	3.945	2.811
XR_011841696.1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4
XR_011841695.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XR_011841681.1	0	2.34	0	0	0	0	0	0	0	0	0	0	0	1	0
XR_011841676.1	144.831	235.795	205.893	122.759	265.951	225.392	259.262	210.913	109.908	182.785	218.712	237.999	210.853	204.097	117.989
XR_011841675.1	14.449	56.456	12.599	23	23.097	19.061	15	4.999	8	19.981	15.371	29	15.199	19.628	5
XR_011841670.1	1.494	9.921	50.172	14.016	100.938	5.384	1.019	17.419	13.177	21.512	64.553	8.894	1.097	10.199	13.668
XR_011841669.1	149.149	84.442	87.576	64.791	102.784	64.627	71.119	119.94	118.46	45.074	50.796	75.254	82.018	128.733	94.7
XR_011841666.1	40.639	27.32	21.323	25.004	32.224	47.796	44.571	37.247	30.879	42.706	44.848	31.261	27.232	42.992	21.052
XR_011841663.1	2	1	0	1.943	5.75	2	0	2	0	1.007	1	1	2	0	0
XR_011841656.1	146.982	90.793	73.193	51.12	71.834	51.478	87.505	138.906	137.194	65.279	55.422	95.756	109.452	122.45	75.429
XR_011841653.1	1	0	8	18	3	1	5	0	0	2	0	4.003	3	8	0
XR_011841652.1	4.819	17.672	16.76	5.328	14.939	9.576	8.615	15.906	4.682	1.166	6.874	4.864	7.308	7.349	7.091
XR_011841643.1	2074.72	1561.33	1422.73	1274.31	1844.02	1624.56	1061.77	1516.45	1515.31	1189.71	1389.57	1849.79	1875.37	1843.14	1558.26
XR_011841639.1	10.657	66.734	38.147	21.844	26.129	10.941	30.204	47.74	12.626	19.693	43.248	29.505	6.109	32.901	20.819
XR_011841634.1	162.134	145.386	146.613	125.28	97.163	220.828	204.984	228.858	85.072	171.429	234.967	196.732	222.22	208.886	81.31
XR_011841633.1	135.369	11.686	0	169.78	0	5.112	168.207	460.445	190.698	9.222	0	63.455	272.336	209.418	300.913
XR_011841630.1	0	0	0	0	18.89	0	96.007	12.809	64.744	0	0	0	52.591	0	0
XR_011841622.1	262953	209305	304749	80874.2	312811	221724	137066	396201	147837	69430.3	237804	266540	129629	182701	235775
XR_011841620.1	4	0	1	3	0	0	0	0	0	0	2	0	2	4	0
XR_011841611.1	470.795	321.151	196.72	218.889	494.544	318.087	296.386	500.643	463.654	252.13	189.75	329.909	351.22	430.089	331.188
XR_011841610.1	0	0	1	0	0	0	0	0	0	1	0	2	0	1.89	0
XR_011841609.1	0	0	0	1.969	0	0	0	0	0	0	5.054	0	0	0	0
XR_011841606.1	1.848	18.335	0	1.723	16.248	1.739	0	5.583	5.994	4.462	31.357	22.558	0	9.762	0
XR_011841605.1	46.497	111.963	113.228	41.145	96.119	64.101	30.999	30.69	23.895	39.791	130.13	90.431	34.323	42.147	20.788
XR_011841604.1	8.291	5.815	23.452	13.237	13.848	5.977	4.643	19.441	5.538	9.396	2.822	7.463	1.867	13.502	15.545
XR_011841593.1	214.064	162.365	85.246	78.256	224.664	166.101	177.066	71.887	137.79	69.065	75.517	131.559	91.199	199.393	80.449
XR_011841585.1	3	0	1	1	1	0	0	10.004	4.002	0	0	0	1	0	4
XR_011841580.1	23.936	39.806	25.582	16.323	35.409	5.735	18.5	54.19	21.97	19.946	19.201	20.138	37.335	27.016	18.759
XR_011841575.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
XR_011841574.1	8	4.153	6.999	2.011	0	4.004	5	14	1	5.01	7.014	7.271	12	6	1
XR_011841571.1	297.111	216.788	181.045	202.263	236.708	235.697	201.792	249.46	158.356	175.176	243.305	229.327	219.898	305.516	157.724
